op_type,district,street,rooms,area,floor,total_floors,house_seria,house_type,condition,price,lat,lon
For sale,Zolitūde,Zolitūdes 46,3,70.0,3.0,9.0,119.,Panel,All amenities,83000.0,56.94224055,24.00608457590655
For sale,Ķengarags,Salaspils 12,3,61.0,3.0,5.0,LT proj.,Panel,All amenities,46900.0,56.8597884,24.3083417
For sale,Zolitūde,Anniņmuižas 13,3,110.0,2.0,12.0,Jaun.,Panel,All amenities,149000.0,56.94568225,24.014682180124165
For sale,Imanta,Anniņmuižas bulvāris 38/2,2,102.0,1.0,16.0,Jaun.,Panel,All amenities,99000.0,56.9543914,24.0086771
For sale,Ziepniekkalns,Ozolciema 8,1,34.0,2.0,12.0,M. ģim.,Brick,All amenities,31000.0,56.8989409,24.08338925773728
For sale,Purvciems,Andromedas g. 12,3,60.0,5.0,5.0,LT proj.,Panel,All amenities,50800.0,56.9604259,24.201209
For sale,Citi,Gaujas 19,2,45.0,3.0,5.0,Hrušč.,Brick-Panel,All amenities,50000.0,56.98327760000001,24.1546716920121
For sale,Ziepniekkalns,Ozolciema 32/2,4,76.0,2.0,9.0,602.,Panel,All amenities,75000.0,56.8990307,24.0785989
For sale,Purvciems,Pūces 53,2,48.0,3.0,9.0,467.,Panel-Brick,All amenities,56000.0,56.95273165,24.19296819016417
For sale,Citi,Parādes 9a,1,29.0,1.0,2.0,Hrušč.,Brick,All amenities,23500.0,57.03668605,24.02102837895008
For sale,Pļavnieki,Deglava 104,3,75.0,5.0,9.0,119.,Panel,All amenities,66000.0,56.94802780000001,24.188490449999968
For sale,Iļģuciems,Dzirciema 71,2,51.0,7.0,9.0,602.,Panel,All amenities,42900.0,56.96512045,24.05498288933685
For sale,Purvciems,Ieriķu 54,2,60.0,1.0,2.0,Staļina,Masonry,All amenities,39999.0,56.9653522,24.1647985
For sale,Jugla,Juglas 21,2,45.0,2.0,5.0,Hrušč.,Panel,All amenities,41600.0,56.9845152,24.24773981221752
For sale,Imanta,Auru 13,2,49.0,1.0,5.0,LT proj.,Panel,All amenities,37900.0,56.9610331,24.0074651
For sale,centrs,Rūpniecības 22,4,108.0,2.0,7.0,Specpr.,Brick,All amenities,185000.0,56.96134855,24.10363556619328
For sale,Purvciems,Andromedas g. 8,2,40.0,3.0,5.0,LT proj.,Panel,All amenities,39900.0,56.9604259,24.201209
For sale,Maskavas priekšpilsēta,Maskavas 180,1,36.0,1.0,5.0,Specpr.,Brick,All amenities,36000.0,56.8597884,24.3083417
For sale,Āgenskalns,Alīses 6,2,44.0,2.0,5.0,Hrušč.,Panel,All amenities,52500.0,56.94614415,24.067292890165557
For sale,Maskavas priekšpilsēta,Maskavas 266/3,2,46.0,4.0,5.0,Specpr.,Panel,All amenities,40800.0,56.94475115,24.11321727806241
For sale,Imanta,Slokas 173,2,50.0,5.0,5.0,LT proj.,Panel,All amenities,50290.0,56.96053520000001,24.027318
For sale,Imanta,Akāciju 2d,2,51.0,4.0,9.0,Jaun.,Panel,All amenities,85345.0,56.95141320000001,24.00387617537462
For sale,centrs,Hospitāļu 7,3,67.0,4.0,5.0,103.,Panel-Brick,All amenities,82500.0,56.9702595,24.13550502761668
For sale,Āgenskalns,Mārupes 51,2,56.0,5.0,5.0,Specpr.,Brick,All amenities,63000.0,56.9278295,24.075321668960058
For sale,Citi,Lēpju 9,3,55.0,1.0,5.0,Hrušč.,Brick,All amenities,43000.0,57.04009055,24.024601325478788
For sale,centrs,Ģertrūdes 62,3,84.0,3.0,6.0,P. kara,Brick,All amenities,135000.0,56.9512368,24.1334549
For sale,Mežciems,Biķernieku 220,1,35.0,2.0,5.0,103.,Brick-Panel,All amenities,27500.0,56.95867065,24.29116951892283
For sale,centrs,Pļavas 5,2,82.0,1.0,2.0,P. kara,Wood,All amenities,36400.0,56.9521379,24.146787059325284
For sale,Vecmīlgrāvis,Melīdas 1,1,43.0,5.0,5.0,M. ģim.,Panel-Brick,All amenities,25500.0,57.02967645,24.10543021519792
For sale,centrs,Lāčplēša 13,3,83.0,2.0,6.0,Renov.,Masonry,All amenities,198960.0,56.9567777,24.1207762
For sale,Citi,Lielupes 60,3,68.0,3.0,5.0,LT proj.,Panel,All amenities,48500.0,57.0315147,24.056806352279324
For sale,Jugla,Murjāņu 6,3,97.0,2.0,4.0,Jaun.,Panel-Brick,All amenities,160000.0,56.985773,24.232893149999995
For sale,centrs,Bruņinieku 28,4,116.0,3.0,6.0,P. kara,Masonry,All amenities,204000.0,56.95567115,24.131410960883397
For sale,centrs,"Ganību dambis 13k1, Rīga",1,58.0,2.0,8.0,Jaun.,Panel-Brick,All amenities,81000.0,56.9928319,24.1224521
For sale,centrs,Čaka 132,2,46.0,5.0,6.0,P. kara,Masonry,All amenities,66000.0,56.9615696,24.1466121
For sale,Imanta,"Kurzemes prospekts 12, Rīga",2,49.0,5.0,5.0,LT proj.,Panel,All amenities,42300.0,56.9565011,24.033792444768856
For sale,Āgenskalns,Bāriņu 1a,1,24.0,3.0,4.0,Hrušč.,Brick,All amenities,30000.0,56.93724649999999,24.07808446245661
For sale,centrs,Čaka 68,3,112.0,4.0,6.0,P. kara,Brick,All amenities,179000.0,56.9555119,24.135235100000003
For sale,Purvciems,Dzelzavas 31,1,29.0,4.0,5.0,LT proj.,Brick-Panel,All amenities,31000.0,56.9607718,24.1805676
For sale,Imanta,Kooperatīva 4a,1,27.27,4.0,5.0,LT proj.,Panel,All amenities,29000.0,56.95369035,24.030969651651542
For sale,centrs,Hospitāļu 35,3,56.0,2.0,7.0,Specpr.,Brick,All amenities,97000.0,56.9764382,24.1391902
For sale,Maskavas priekšpilsēta,Pirts 9,2,34.0,4.0,4.0,P. kara,Masonry,All amenities,46500.0,56.9390032,24.13741884534884
For sale,Imanta,Akāciju 2e,3,60.0,8.0,9.0,Jaun.,Panel,All amenities,105846.0,56.9518586,24.004945679155327
For sale,Ķengarags,Maskavas 266/3,2,46.0,1.0,5.0,Hrušč.,Panel,All amenities,41000.0,56.94475115,24.11321727806241
For sale,Pļavnieki,Dzeņu 12,3,62.0,2.0,9.0,602.,Panel,All amenities,51000.0,56.9397226,24.21262436641396
For sale,Vecrīga,Kungu 25,1,23.0,2.0,6.0,Specpr.,Panel,All amenities,59990.0,56.9453382,24.109463953308826
For sale,Vecrīga,Kungu 25,3,57.0,2.0,6.0,Specpr.,Panel,All amenities,124990.0,56.9453382,24.109463953308826
For sale,Vecrīga,Kungu 25,1,26.0,2.0,6.0,Specpr.,Panel,All amenities,59990.0,56.9453382,24.109463953308826
For sale,Vecrīga,Kungu 25,1,29.0,2.0,6.0,Specpr.,Panel,All amenities,62990.0,56.9453382,24.109463953308826
For sale,Vecrīga,Kungu 25,2,31.0,3.0,6.0,Specpr.,Panel,All amenities,84990.0,56.9453382,24.109463953308826
For sale,Teika,Aizkraukles 32,2,43.0,3.0,3.0,Hrušč.,Brick,All amenities,56000.0,56.97695975,24.190911
For sale,centrs,Dzirnavu 3a,3,92.0,1.0,5.0,P. kara,Masonry,All amenities,105000.0,56.96169835,24.107230245615035
For sale,centrs,Sapieru 3b,1,23.0,4.0,5.0,Jaun.,Masonry,All amenities,49500.0,56.96305770000001,24.1531056
For sale,Purvciems,Dzelzavas 39,3,65.0,3.0,9.0,602.,Panel,All amenities,69900.0,56.9591346,24.18349509101104
For sale,Mežaparks,"Viestura prospekts 35, Rīga",2,46.0,1.0,9.0,Specpr.,Brick-Panel,All amenities,50500.0,57.0008895,24.129911429596028
For sale,Purvciems,Dzelzavas 75,3,59.0,2.0,9.0,467.,Panel,All amenities,56000.0,56.95638065,24.199251044059444
For sale,Ziepniekkalns,Līvciema 10,3,73.0,2.0,5.0,Specpr.,Panel,All amenities,80000.0,56.91083689999999,24.09825343092705
For sale,Pļavnieki,Zemes 5,1,42.0,7.0,9.0,M. ģim.,Panel,All amenities,28500.0,56.942494700000005,24.198358856475483
For sale,Āgenskalns,Kuldīgas 10,2,37.0,2.0,2.0,Specpr.,Wood,Partial amenities,22000.0,56.9517628,24.067348709240814
For sale,centrs,Matīsa 82,5,68.0,2.0,2.0,Specpr.,Wood,Partial amenities,28500.0,56.95092055,24.146124819320693
For sale,Ziepniekkalns,Vienības g. 192,3,112.0,1.0,5.0,Jaun.,Masonry,All amenities,144000.0,56.918403000000005,24.0883001
For sale,Purvciems,Vaidavas 2,2,43.0,1.0,5.0,Hrušč.,Brick,All amenities,42999.0,56.96511765,24.17604819769484
For sale,Ziepniekkalns,Vadakstes 20,1,35.0,5.0,5.0,Hrušč.,Brick,All amenities,31250.0,56.91347885,24.095738741818383
For sale,centrs,Katrīnas d. 5,3,70.0,5.0,5.0,Specpr.,Brick-Panel,All amenities,96000.0,56.9716816,24.1021951
For sale,Ziepniekkalns,Zaļenieku 40,2,31.0,2.0,5.0,Hrušč.,Brick,All amenities,12700.0,56.9050604,24.10057565487976
For sale,Ziepniekkalns,Kaplavas 5,3,117.0,2.0,6.0,Jaun.,Masonry,All amenities,149000.0,56.90846935,24.07867741283578
For sale,Maskavas priekšpilsēta,Ebreju 10,1,34.0,5.0,5.0,103.,Brick-Panel,All amenities,35000.0,56.9379361,24.154479
For sale,Citi,Mores 7,3,57.0,2.0,5.0,Hrušč.,Panel,All amenities,49000.0,57.01959205,24.1357826
For sale,Citi,Mores 7,3,57.0,2.0,5.0,Hrušč.,Panel,All amenities,49000.0,57.01959205,24.1357826
For sale,Vecrīga,Smilšu 10,4,120.0,4.0,7.0,Jaun.,Masonry,All amenities,370000.0,56.95030229999999,24.1092472
For sale,Āgenskalns,Kuģu 26,3,60.0,3.0,5.0,Jaun.,Brick-Panel,All amenities,120000.0,56.94553165,24.09232737837809
For sale,Citi,Asara 12,3,60.0,4.0,5.0,Renov.,Masonry,All amenities,125000.0,56.9553833,24.1488881
For sale,Ziepniekkalns,Vienības g. 192,3,84.0,3.0,5.0,Jaun.,Panel,All amenities,145000.0,56.918403000000005,24.0883001
For sale,Āgenskalns,Zemaišu 4,1,30.0,3.0,4.0,Hrušč.,Brick,All amenities,29900.0,56.92963225,24.06966035155105
For sale,centrs,Valdemāra 57/59,3,84.0,5.0,7.0,Renov.,Masonry,All amenities,135000.0,56.960378000000006,24.1197764
For sale,centrs,Lāčplēša 43,3,51.0,4.0,5.0,P. kara,Masonry,All amenities,83000.0,56.9528912,24.12876676327121
For sale,Ķengarags,Krustpils 46,3,51.0,1.0,2.0,Specpr.,Brick,Partial amenities,14970.0,56.91981510000001,24.1942607
For sale,Citi,Tapešu 2,1,31.0,1.0,2.0,Staļina,Masonry,Partial amenities,18000.0,56.9452853,24.049844951148227
For sale,centrs,Marijas 15,4,92.0,5.0,7.0,P. kara,Masonry,All amenities,128755.0,56.95029005,24.124067997430377
For sale,centrs,Zirņu 5,2,49.0,5.0,9.0,467.,Brick-Panel,All amenities,63500.0,56.8597884,24.3083417
For sale,Ķengarags,Glūdas 11,2,48.0,4.0,5.0,LT proj.,Panel,All amenities,49850.0,56.913225,24.17397661274337
For sale,Teika,Burtnieku 36a,2,57.0,3.0,5.0,Jaun.,Brick-Panel,All amenities,80000.0,56.9670442,24.1820249
For sale,Vecmīlgrāvis,Dombrovska 11,3,40.0,3.0,3.0,Staļina,Masonry,All amenities,13890.0,57.02970120000001,24.11288466839999
For sale,Pļavnieki,Dzeņu 10,4,77.0,4.0,9.0,602.,Panel,All amenities,74500.0,56.9399951,24.211517184958648
For sale,Pļavnieki,Salnas 3,4,77.0,4.0,9.0,602.,Panel,All amenities,63000.0,56.9436071,24.218939310748866
For sale,Zolitūde,Lejiņa 3,2,58.0,5.0,9.0,119.,Panel,All amenities,65000.0,56.94716445,24.01443718649524
For sale,Vecmīlgrāvis,Atlantijas 67,2,62.0,2.0,3.0,Staļina,Masonry,All amenities,42900.0,57.044891500000006,24.09189128488717
For sale,centrs,Kalniņa 1,1,25.0,5.0,5.0,Renov.,Masonry,All amenities,59990.0,56.949246,24.12082191615919
For sale,centrs,Kalniņa 1,1,33.0,5.0,5.0,Renov.,Masonry,All amenities,72990.0,56.949246,24.12082191615919
For sale,centrs,Kalniņa 1,1,24.0,5.0,5.0,Renov.,Masonry,All amenities,59990.0,56.949246,24.12082191615919
For sale,centrs,Kalniņa 1,1,27.0,5.0,5.0,Renov.,Masonry,All amenities,63990.0,56.949246,24.12082191615919
For sale,centrs,Kalniņa 1,1,31.0,5.0,5.0,Renov.,Masonry,All amenities,69990.0,56.949246,24.12082191615919
For sale,Dārzciems,Slāvu 13/2,4,76.0,6.0,9.0,602.,Panel,All amenities,61000.0,56.93072539999999,24.181101
For sale,Mežciems,Kaivas 50,2,57.0,3.0,5.0,Jaun.,Masonry,All amenities,62150.0,56.95546705,24.24181865
For sale,centrs,Dzirnavu 63,5,141.0,3.0,6.0,P. kara,Masonry,All amenities,170000.0,56.9548743,24.120069
For sale,Citi,Laboratorijas 23,1,20.0,1.0,2.0,P. kara,Wood,Partial amenities,12800.0,56.95853595,24.149507766793903
For sale,Vecmīlgrāvis,Emmas 7,3,67.0,2.0,5.0,LT proj.,Panel,All amenities,41000.0,57.0290757,24.109146300000003
For sale,centrs,Ģertrūdes 9,5,169.0,4.0,6.0,P. kara,Masonry,All amenities,355000.0,56.958294,24.1213478
For sale,Dzegužkalns,Dzirciema 27,2,45.0,11.0,12.0,Čehu pr.,Brick-Panel,All amenities,52200.0,56.95488155,24.05180492310913
For sale,Āgenskalns,Dzirciema 71,2,50.0,6.0,9.0,602.,Panel,All amenities,42900.0,56.96512045,24.05498288933685
For sale,Teika,Ieriķu 54,2,60.0,1.0,2.0,Staļina,Masonry,All amenities,39999.0,56.9653522,24.1647985
For sale,centrs,Eksporta 8,5,150.0,1.0,2.0,Jaun.,Masonry,All amenities,249000.0,56.956763,24.0954531
For sale,Iļģuciems,Skujenes 13,2,45.0,2.0,5.0,LT proj.,Brick-Panel,All amenities,46300.0,56.96306045,24.04793637560816
For sale,Vecmīlgrāvis,Melīdas 1,1,43.0,5.0,5.0,M. ģim.,Panel,All amenities,22500.0,57.02967645,24.10543021519792
For sale,Vecmīlgrāvis,"Vecmīlgrāvja 1. līnija 37, Rīga",1,28.0,1.0,5.0,LT proj.,Panel,All amenities,30000.0,57.0312186,24.101581099999997
For sale,centrs,Sadovņikova 21,3,66.0,3.0,5.0,Specpr.,Brick,All amenities,69900.0,56.9421434,24.1326836
For sale,Mežciems,Celmu 10,1,27.0,4.0,5.0,LT proj.,Panel,All amenities,33300.0,56.97300075,24.23547945
For sale,centrs,Pērnavas 39,1,28.0,5.0,6.0,P. kara,Brick,All amenities,38500.0,56.9555075,24.153498939456263
For sale,Citi,Bauskas 205,2,54.0,4.0,9.0,602.,Panel,All amenities,68000.0,56.9141787,24.1217522
For sale,Purvciems,Stirnu 20,2,53.0,1.0,5.0,Jaun.,Masonry,All amenities,92000.0,56.9650621,24.195293300000003
For sale,Purvciems,Stirnu 20,3,73.0,1.0,4.0,Jaun.,Masonry,All amenities,139000.0,56.9650621,24.195293300000003
For sale,Ziepniekkalns,Valdeķu 1,3,60.0,5.0,5.0,Hrušč.,Brick,All amenities,57000.0,56.9001741,24.092694100000003
For sale,Purvciems,Upeņu 17,2,62.0,2.0,8.0,Jaun.,Panel,All amenities,94000.0,56.96023005,24.19175206883577
For sale,Imanta,Anniņmuižas bulvāris 43,3,170.0,23.0,24.0,Jaun.,Brick-Panel,All amenities,220000.0,56.95903060000001,24.013887042853
For sale,centrs,"Ganību dambis 40a, Rīga",1,32.0,3.0,3.0,P. kara,Brick,Partial amenities,16900.0,56.9908175,24.12244496278602
For sale,Āgenskalns,Kristapa 10,1,17.0,2.0,4.0,M. ģim.,Brick,Partial amenities,21000.0,56.94320329999999,24.061899750012447
For sale,Dārzciems,Strautu 23,1,39.0,3.0,5.0,M. ģim.,Panel,All amenities,30000.0,56.94016,24.18681678377801
For sale,Ķengarags,Maskavas 291/2,3,60.0,2.0,5.0,LT proj.,Panel,All amenities,52200.0,56.8702755,24.2741204
For sale,Vecrīga,Šķūņu 6,1,42.0,3.0,4.0,P. kara,Masonry,All amenities,119990.0,56.9487783,24.1075908
For sale,Vecrīga,Šķūņu 6,2,34.0,2.0,4.0,P. kara,Masonry,All amenities,96990.0,56.9487783,24.1075908
For sale,Teika,Burtnieku 33,1,18.0,4.0,5.0,M. ģim.,Brick,All amenities,19900.0,56.9685701,24.1819824
For sale,Vecrīga,Šķūņu 6,1,15.0,3.0,4.0,P. kara,Masonry,All amenities,49990.0,56.9487783,24.1075908
For sale,Purvciems,Burtnieku 33,1,18.0,4.0,5.0,M. ģim.,Masonry,All amenities,19900.0,56.9685701,24.1819824
For sale,Zolitūde,Ruses 3,4,90.0,7.0,9.0,119.,Panel,All amenities,82500.0,56.9484028,24.00206886443955
For sale,Citi,Platā 22,2,44.0,1.0,9.0,Specpr.,Brick,All amenities,16000.0,57.0280131,24.0412216
For sale,Jugla,Vidzemes al. 3,2,46.0,8.0,12.0,Specpr.,Brick-Panel,All amenities,62000.0,56.9928725,24.242752243789624
For sale,centrs,Ģertrūdes 86,1,32.0,6.0,6.0,P. kara,Masonry,All amenities,39800.0,56.9471865,24.1411337
For sale,Iļģuciems,Šauļu 1,2,38.2,4.0,5.0,LT proj.,Panel,All amenities,49000.0,56.9660625,24.060476490519346
For sale,Imanta,"Kurzemes prospekts 120, Rīga",3,63.0,4.0,9.0,602.,Panel,All amenities,63000.0,56.9644213,24.00510694999999
For sale,Citi,Plēksnes 6,1,32.0,5.0,5.0,M. ģim.,Brick-Panel,All amenities,22500.0,57.0402147,24.03145737753807
For sale,Ķengarags,Prūšu 3/1,2,39.3,2.0,5.0,LT proj.,Panel,All amenities,40000.0,56.9150027,24.1755593
For sale,centrs,Blaumaņa 9,3,92.0,6.0,6.0,Renov.,Masonry,All amenities,88892.0,56.953925600000005,24.1237609
For sale,Ķengarags,Maskavas 259,2,37.0,5.0,5.0,LT proj.,Panel,All amenities,32500.0,56.8597884,24.3083417
For sale,centrs,Brīvības iela 150,5,123.0,2.0,6.0,P. kara,Masonry,All amenities,125000.0,56.96470229999999,24.141613336026765
For sale,Iļģuciems,Vaidelotes 19,1,33.0,5.0,5.0,Hrušč.,Brick,All amenities,25000.0,56.9673626,24.05007523046485
For sale,Mežciems,Hipokrāta 9,1,48.0,10.0,16.0,104.,Panel,All amenities,55850.0,56.96758455,24.238078024789004
For sale,Imanta,Dammes 17,3,68.0,5.0,5.0,LT proj.,Panel,All amenities,48500.0,56.96223585,24.0112543
For sale,Pļavnieki,"Jukuma Vācieša iela 12, Rīga",3,62.0,1.0,7.0,602.,Panel,All amenities,59990.0,56.93298255,24.2098117530186
For sale,Sarkandaugava,Priežu 14,2,37.0,1.0,2.0,Specpr.,Masonry,Partial amenities,11800.0,56.9931197,24.1279467
For sale,Mežciems,Eizenšteina 45,4,73.0,2.0,9.0,602.,Panel,Partial amenities,75000.0,56.96583145,24.2353355
For sale,centrs,Tomsona 24,4,85.0,5.0,5.0,Renov.,Brick-Panel,All amenities,167000.0,56.9650989,24.12669736442999
For sale,Dzegužkalns,Daugavgrīvas 56,2,48.0,7.0,9.0,467.,Panel,All amenities,43500.0,56.9556152,24.06916830576695
For sale,Citi,Sapieru 3,1,30.0,1.0,5.0,Jaun.,Masonry,All amenities,52000.0,56.96328465,24.15279345
For sale,Purvciems,Pūces 51,3,63.0,6.0,9.0,602.,Panel,All amenities,65000.0,56.95350215000001,24.192131770328075
For sale,Ķengarags,Maskavas 423,3,63.0,5.0,5.0,LT proj.,Panel,All amenities,55000.0,56.8597884,24.3083417
For sale,Imanta,Anniņmuižas bulvāris 43,3,110.0,21.0,24.0,Jaun.,Panel,All amenities,147000.0,56.95903060000001,24.013887042853
For sale,centrs,Kalniņa 1,1,25.0,4.0,5.0,Renov.,Masonry,All amenities,56990.0,56.949246,24.12082191615919
For sale,centrs,Kalniņa 1,2,29.0,4.0,5.0,Renov.,Masonry,All amenities,66990.0,56.949246,24.12082191615919
For sale,centrs,Ģertrūdes 95a,5,133.0,4.0,4.0,P. kara,Masonry,All amenities,125000.0,56.950365000000005,24.1363559
For sale,Pļavnieki,Grestes 8,4,75.0,7.0,9.0,467.,Panel,All amenities,71000.0,56.93585905000001,24.208108377683764
For sale,Imanta,M. Krūmu 6,2,50.0,3.0,5.0,LT proj.,Panel,All amenities,41000.0,56.9584558,24.00285610195255
For sale,centrs,Dzirnavu 60,2,74.0,4.0,5.0,P. kara,Brick,All amenities,135000.0,56.9544354,24.1200833
For sale,centrs,Avotu 4,1,26.2,2.0,5.0,Renov.,Masonry,All amenities,43000.0,56.95081629999999,24.1271389
For sale,Imanta,Anniņmuižas bulvāris 43,3,112.0,21.0,24.0,Jaun.,Masonry,All amenities,147000.0,56.95903060000001,24.013887042853
For sale,Iļģuciems,Palangas 12,3,67.0,3.0,5.0,LT proj.,Panel,All amenities,47000.0,56.97169955,24.054343302052224
For sale,Vecmīlgrāvis,Ledus 4,1,37.0,7.0,9.0,602.,Panel,All amenities,46000.0,57.03812975,24.095881681034705
For sale,Ķengarags,Krustpils 73,1,18.0,2.0,3.0,M. ģim.,Brick,All amenities,16500.0,56.91229505,24.205911762348844
For sale,Citi,"Krustpils iela 73 k-3, Rīga",1,18.0,2.0,3.0,M. ģim.,Brick,All amenities,16500.0,56.9293636,24.1835723
For sale,Pļavnieki,"Krustpils iela 73-k-3, Rīga",1,18.0,2.0,3.0,M. ģim.,Brick-Panel,All amenities,16500.0,56.9293636,24.1835723
For sale,Citi,Maskavas 192,3,68.0,5.0,9.0,Jaun.,Masonry,All amenities,108000.0,56.8597884,24.3083417
For sale,Ķengarags,Lokomotīves 80,1,31.0,2.0,5.0,LT proj.,Panel,All amenities,33000.0,56.90261215,24.2121214389937
For sale,Citi,Maskavas 192,4,73.4,6.0,9.0,Jaun.,Panel,All amenities,121000.0,56.8597884,24.3083417
For sale,centrs,Vesetas 26,3,63.0,6.0,8.0,Jaun.,Brick-Panel,All amenities,135000.0,56.9628209,24.1203782
For sale,centrs,Tallinas 90,1,28.0,5.0,6.0,Renov.,Masonry,All amenities,50500.0,56.95616370000001,24.148823099999998
For sale,centrs,Grostonas 21,3,92.0,6.0,8.0,Jaun.,Panel,All amenities,255000.0,56.9709196,24.124965627400503
For sale,centrs,Kungu 25,3,132.0,3.0,6.0,Jaun.,Masonry,All amenities,265000.0,56.9453382,24.109463953308826
For sale,centrs,Klijānu 16,3,91.0,6.0,9.0,Jaun.,Masonry,All amenities,150000.0,56.9742195,24.14835103820881
For sale,centrs,Miera 86,3,55.0,5.0,6.0,P. kara,Brick,All amenities,93500.0,56.96657629999999,24.1337504
For sale,centrs,Zaubes 9a,2,70.0,2.0,6.0,Jaun.,Masonry,All amenities,166000.0,56.963337,24.121819100000003
For sale,centrs,Dzirnavu 9,2,48.0,4.0,4.0,P. kara,Masonry,All amenities,80000.0,56.9610245,24.108513100000003
For sale,centrs,Zaubes 9a,2,54.0,3.0,6.0,Jaun.,Masonry,All amenities,131000.0,56.963337,24.121819100000003
For sale,centrs,Zaubes 9a,2,74.0,3.0,6.0,Jaun.,Masonry,All amenities,177000.0,56.963337,24.121819100000003
For sale,centrs,Zaubes 9a,3,95.0,3.0,6.0,Jaun.,Masonry,All amenities,219000.0,56.963337,24.121819100000003
For sale,Ziepniekkalns,Valdeķu 62,2,51.6,9.0,9.0,602.,Panel,All amenities,45000.0,56.90102635,24.093994112790323
For sale,Imanta,"Kurzemes prospekts 118, Rīga",4,76.37,8.0,9.0,602.,Panel,All amenities,80000.0,56.96486815,24.00562571356256
For sale,Imanta,Dammes 104,1,28.0,5.0,5.0,LT proj.,Panel,All amenities,26500.0,56.96576339999999,24.0058526
For sale,Imanta,Jūrmalas g. 93,3,71.0,4.0,5.0,LT proj.,Panel,All amenities,52000.0,56.952975,24.0166971
For sale,Ziepniekkalns,Ozolciema 46/1,3,62.0,3.0,9.0,602.,Panel,All amenities,63000.0,56.8990307,24.0785989
For sale,Citi,Vēja 7,1,33.0,2.0,2.0,P. kara,Wood,Without amenities,11500.0,56.92786905,24.09681707464784
For sale,Purvciems,Ieriķu 54,2,60.0,1.0,2.0,Staļina,Masonry,All amenities,39999.0,56.9653522,24.1647985
For sale,Imanta,"Kurzemes prospekts 82, Rīga",2,50.0,9.0,9.0,602.,Panel,All amenities,42900.0,56.9677876,24.017659800000004
For sale,Dārzciems,Stopiņu 14,3,82.0,4.0,5.0,Jaun.,Masonry,All amenities,98000.0,56.9485064,24.16960775370974
For sale,Purvciems,Nīcgales 36,2,49.0,1.0,5.0,Jaun.,Masonry,All amenities,63000.0,56.9505884,24.1734239
For sale,Purvciems,Stirnu 35,4,77.0,4.0,9.0,602.,Panel,All amenities,70000.0,56.96045345,24.186706796853585
For sale,Pļavnieki,Salnas 5,2,52.0,6.0,9.0,602.,Panel,All amenities,65000.0,56.94302545,24.22036015
For sale,Ziepniekkalns,Ozolciema 42,5,94.0,1.0,9.0,602.,Panel-Brick,All amenities,75500.0,56.90021479999999,24.10019355000001
For sale,Imanta,Anniņmuižas bulvāris 38,2,106.0,1.0,17.0,Jaun.,Masonry,All amenities,84000.0,56.96112105,24.018216795250048
For sale,centrs,"Pulkveža brieža iela 13, Rīga",3,75.0,4.0,5.0,Renov.,Brick,All amenities,169900.0,56.9606151,24.1054367
For sale,Maskavas priekšpilsēta,Jersikas 16,1,30.0,2.0,1.0,Priv. m.,Wood,All amenities,22000.0,56.9387007,24.14456256385644
For sale,Ķengarags,Lokomotīves 70a,3,59.0,5.0,5.0,LT proj.,Panel,All amenities,53500.0,56.9030711,24.2132849
For sale,Ķengarags,Lokomotīves 78,2,50.0,5.0,5.0,LT proj.,Panel,All amenities,39500.0,56.9030242,24.211689150000005
For sale,Vecmīlgrāvis,Edžiņa g. 5,3,67.0,4.0,5.0,LT proj.,Panel,All amenities,54500.0,57.031674800000005,24.1063938
For sale,centrs,Eksporta 8,3,110.0,1.0,2.0,Jaun.,Masonry,All amenities,190000.0,56.956763,24.0954531
For sale,centrs,Tērbatas 82a,3,62.0,2.0,5.0,P. kara,Masonry,All amenities,78000.0,56.9608672,24.13805111738441
