id,country,city,district,address,rooms,area,floor,series,price,price_per_meter,has_geocode,latt,longt,stnumber,staddress,created,last_seen
774,Latvia,Riga,Vecmīlgrāvis,Meldru 26,3,61.0,4,Lietuviešu projekts,55000.0,901.64,1,57.03301,24.09452,26.0,Meldru iela,2019-06-07 08:01:38,2019-06-16 08:01:11
776,Latvia,Riga,Centrs,Stabu 20,2,63.0,4,Pirmskara projekts,95000.0,1507.94,1,56.95721,24.1261,20.0,Stabu iela,2019-06-07 08:01:38,2019-06-16 08:01:11
777,Latvia,Riga,Centrs,Čaka 130,1,28.0,3,Pirmskara projekts,53000.0,1892.86,1,56.96139,24.14722,130.0,Aleksandra Čaka iela,2019-06-07 08:01:38,2019-06-16 08:01:11
779,Latvia,Riga,Teika,Bērzpils 61,2,45.0,1,Hruščova projekts,42000.0,933.33,1,56.98441,24.19609,61.0,Bērzpils iela,2019-06-07 08:01:38,2019-06-16 08:01:11
780,Latvia,Riga,Centrs,Blaumaņa 25,2,37.0,2,Pirmskara projekts,69900.0,1889.19,1,56.95214,24.126,25.0,Blaumaņa iela,2019-06-07 08:01:38,2019-06-16 08:01:11
781,Latvia,Riga,Ziepniekkalns,Sērenes 4,2,50.0,2,104. sērija,60500.0,1210.0,1,56.90468,24.0841,4.0,Sērenes iela,2019-06-07 08:01:38,2019-06-10 08:01:04
782,Latvia,Riga,Teika,Ropažu 14,3,60.0,1,Jaunais projekts,123000.0,2050.0,1,56.97618,24.16842,14.0,Ropažu iela,2019-06-07 08:01:38,2019-06-16 08:01:11
783,Latvia,Riga,Purvciems,Pūces 49,2,86.0,5,Jaunais projekts,127000.0,1476.74,1,56.95379,24.19153,49.0,Pūces iela,2019-06-07 08:01:38,2019-06-16 08:01:11
784,Latvia,Riga,Imanta,Progresa 3,3,55.0,5,Lietuviešu projekts,50900.0,925.45,1,56.95373,24.03266,3.0,Progresa iela,2019-06-07 08:01:38,2019-06-16 08:01:11
785,Latvia,Riga,Ķengarags,Višķu 13,1,32.0,2,Lietuviešu projekts,32000.0,1000.0,1,56.8999,24.21246,13.0,Višķu iela,2019-06-07 08:01:38,2019-06-16 08:01:11
786,Latvia,Riga,Centrs,Katrīnas d. 17,3,84.0,3,Jaunais projekts,120000.0,1428.57,1,56.97063,24.10159,17.0,Katrīnas dambis,2019-06-07 08:01:38,2019-06-16 08:01:11
787,Latvia,Riga,Bolderāja,Gobas 23,2,37.0,5,Hruščova projekts,24400.0,659.46,1,57.03187,24.05116,23.0,Gobas iela,2019-06-07 08:01:38,2019-06-16 08:01:11
788,Latvia,Riga,Centrs,Skanstes 29,4,167.0,21,Jaunais projekts,320000.0,1916.17,1,56.97232,24.12367,29.0,Skanstes iela,2019-06-07 08:01:38,2019-06-16 08:01:11
789,Latvia,Riga,Purvciems,Ieriķu 16,2,47.0,2,Staļina projekts,59000.0,1255.32,1,56.96465,24.17081,16.0,Ieriķu iela,2019-06-07 08:01:38,2019-06-16 08:01:10
790,Latvia,Riga,Imanta,Anniņmuižas 38,2,106.0,1,Jaunais projekts,87000.0,820.75,1,56.96097,24.01567,38.0,Anniņmuižas bulvāris,2019-06-07 08:01:38,2019-06-14 08:01:51
792,Latvia,Riga,Imanta,Anniņmuižas 86,4,76.0,6,467. sērija,78000.0,1026.32,1,56.9543,24.00783,86.0,Anniņmuižas bulvāris,2019-06-07 08:01:38,2019-06-16 08:01:11
793,Latvia,Riga,Centrs,Briāna 4,2,73.0,3,Renovēts,167900.0,2300.0,1,56.96281,24.12863,4.0,Aristida Briāna iela,2019-06-07 08:01:38,2019-06-16 08:01:11
794,Latvia,Riga,Centrs,Blaumaņa 12,3,68.0,3,Renovēts,166845.0,2453.6,1,56.95464,24.12233,12.0,Blaumaņa iela,2019-06-07 08:01:38,2019-06-16 08:01:11
797,Latvia,Riga,Pļavnieki,Rudens 10,3,63.0,4,602. sērija,69000.0,1095.24,1,56.93747,24.20099,10.0,Rudens iela,2019-06-07 08:01:38,2019-06-16 08:01:11
798,Latvia,Riga,Imanta,Zentenes 5,3,63.0,7,602. sērija,52900.0,839.68,1,56.95828,24.0074,5.0,Zentenes iela,2019-06-07 08:01:38,2019-06-16 08:01:11
799,Latvia,Riga,Purvciems,Ūnijas 82,4,97.0,2,Jaunais projekts,155000.0,1597.94,1,56.96037,24.18284,82.0,Ūnijas iela,2019-06-07 08:01:38,2019-06-16 08:01:11
800,Latvia,Riga,Purvciems,Nīcgales 54,1,34.0,3,103. sērija,37000.0,1088.24,1,56.94258,24.16949,54.0,Nīcgales iela,2019-06-07 08:01:38,2019-06-16 08:01:11
803,Latvia,Riga,Pļavnieki,Salnas 21,2,42.0,1,Jaunais projekts,63000.0,1500.0,1,56.94229,24.22901,21.0,Salnas iela,2019-06-07 08:01:38,2019-06-16 08:01:11
807,Latvia,Riga,Purvciems,Madonas 8,2,40.0,1,Hruščova projekts,37000.0,925.0,1,56.95964,24.16779,8.0,Madonas iela,2019-06-07 08:01:38,2019-06-16 08:01:11
809,Latvia,Riga,Centrs,Strēlnieku 13,3,109.0,2,Renovēts,279000.0,2559.63,1,56.9607,24.11006,13.0,Strēlnieku iela,2019-06-07 08:01:38,2019-06-16 08:01:11
811,Latvia,Riga,Centrs,Barona 14,2,32.0,2,Renovēts,79000.0,2468.75,1,56.95085,24.12078,14.0,Krišjāņa Barona iela,2019-06-07 08:01:38,2019-06-16 08:01:11
812,Latvia,Riga,Centrs,Barona 14,2,40.0,3,Renovēts,87000.0,2175.0,1,56.95085,24.12078,14.0,Krišjāņa Barona iela,2019-06-07 08:01:38,2019-06-16 08:01:11
813,Latvia,Riga,Centrs,Barona 14,2,41.0,3,Renovēts,91000.0,2219.51,1,56.95085,24.12078,14.0,Krišjāņa Barona iela,2019-06-07 08:01:39,2019-06-16 08:01:11
814,Latvia,Riga,Centrs,Barona 14,2,40.0,3,Renovēts,99000.0,2475.0,1,56.95085,24.12078,14.0,Krišjāņa Barona iela,2019-06-07 08:01:39,2019-06-16 08:01:11
815,Latvia,Riga,Centrs,Barona 14,2,36.0,3,Renovēts,108500.0,3013.89,1,56.95085,24.12078,14.0,Krišjāņa Barona iela,2019-06-07 08:01:39,2019-06-16 08:01:11
816,Latvia,Riga,Centrs,Barona 14,2,52.0,3,Renovēts,109500.0,2105.77,1,56.95085,24.12078,14.0,Krišjāņa Barona iela,2019-06-07 08:01:39,2019-06-16 08:01:11
817,Latvia,Riga,Centrs,Barona 14,1,17.0,3,Renovēts,46500.0,2735.29,1,56.95085,24.12078,14.0,Krišjāņa Barona iela,2019-06-07 08:01:39,2019-06-16 08:01:11
818,Latvia,Riga,Centrs,Barona 14,1,18.0,3,Renovēts,56000.0,3111.11,1,56.95085,24.12078,14.0,Krišjāņa Barona iela,2019-06-07 08:01:39,2019-06-16 08:01:11
819,Latvia,Riga,Centrs,Barona 14,2,37.0,3,Renovēts,112000.0,3027.03,1,56.95085,24.12078,14.0,Krišjāņa Barona iela,2019-06-07 08:01:39,2019-06-16 08:01:11
820,Latvia,Riga,Centrs,Barona 14,1,22.0,5,Renovēts,59500.0,2704.55,1,56.95085,24.12078,14.0,Krišjāņa Barona iela,2019-06-07 08:01:39,2019-06-16 08:01:11
821,Latvia,Riga,Centrs,Barona 14,2,39.0,3,Renovēts,116500.0,2987.18,1,56.95085,24.12078,14.0,Krišjāņa Barona iela,2019-06-07 08:01:39,2019-06-16 08:01:11
822,Latvia,Riga,Centrs,Barona 14,1,21.0,3,Renovēts,61500.0,2928.57,1,56.95085,24.12078,14.0,Krišjāņa Barona iela,2019-06-07 08:01:39,2019-06-16 08:01:11
823,Latvia,Riga,Centrs,Barona 14,1,21.0,4,Renovēts,63500.0,3023.81,1,56.95085,24.12078,14.0,Krišjāņa Barona iela,2019-06-07 08:01:39,2019-06-16 08:01:11
824,Latvia,Riga,Centrs,Barona 14,3,73.0,3,Renovēts,213000.0,2917.81,1,56.95085,24.12078,14.0,Krišjāņa Barona iela,2019-06-07 08:01:39,2019-06-16 08:01:11
826,Latvia,Riga,Centrs,Ausekļa 11,3,124.0,1,Renovēts,170000.0,1370.97,1,56.96174,24.09989,11.0,Ausekļa iela,2019-06-07 08:01:39,2019-06-16 08:01:11
827,Latvia,Riga,Grīziņkalns,Asara 12,3,64.0,4,Renovēts,97000.0,1515.63,1,56.95524,24.14978,12.0,Jāņa Asara iela,2019-06-07 08:01:39,2019-06-16 08:01:11
828,Latvia,Riga,Grīziņkalns,Asara 12,2,45.0,1,Renovēts,90000.0,2000.0,1,56.95524,24.14978,12.0,Jāņa Asara iela,2019-06-07 08:01:39,2019-06-16 08:01:11
830,Latvia,Riga,Ziepniekkalns,Tadaiķu 8,5,70.0,1,Hruščova projekts,53000.0,757.14,1,56.91617,24.09461,8.0,Tadaiķu iela,2019-06-07 08:01:39,2019-06-16 08:01:11
832,Latvia,Riga,Centrs,Stabu 48,3,65.0,6,Pirmskara projekts,69800.0,1073.85,1,56.95618,24.12953,33.0,Stabu iela,2019-06-07 08:01:39,2019-06-16 08:01:10
833,Latvia,Riga,Citi,Jelgavas 63,5,140.0,6,Jaunais projekts,229000.0,1635.71,1,56.92827,24.09294,63.0,Jelgavas iela,2019-06-07 08:01:39,2019-06-16 08:01:11
834,Latvia,Riga,Purvciems,Rubeņu 9,2,60.0,1,Staļina projekts,42000.0,700.0,1,56.96545,24.18084,9.0,Rubeņu iela,2019-06-07 08:01:39,2019-06-16 08:01:11
835,Latvia,Riga,Centrs,Kalniņa 1,1,26.0,3,Renovēts,70390.0,2707.31,1,56.94935,24.12075,1.0,Alfrēda Kalniņa iela,2019-06-07 08:01:39,2019-06-16 08:01:10
836,Latvia,Riga,Vecmīlgrāvis,Emmas 10,3,50.0,2,Staļina projekts,39800.0,796.0,1,57.02848,24.10992,10.0,Emmas iela,2019-06-07 08:01:39,2019-06-16 08:01:11
837,Latvia,Riga,Centrs,Kalniņa 1,2,34.0,5,Renovēts,94490.0,2779.12,1,56.94935,24.12075,1.0,Alfrēda Kalniņa iela,2019-06-07 08:01:39,2019-06-16 08:01:10
838,Latvia,Riga,Centrs,Valdemāra 73,3,101.0,3,Pirmskara projekts,270000.0,2673.27,1,56.96218,24.12324,73.0,Krišjāņa Valdemāra iela,2019-06-07 08:01:39,2019-06-14 08:01:51
839,Latvia,Riga,Centrs,Kalniņa 1,1,22.0,3,Renovēts,60890.0,2767.73,1,56.94935,24.12075,1.0,Alfrēda Kalniņa iela,2019-06-07 08:01:39,2019-06-16 08:01:10
841,Latvia,Riga,Ķengarags,Višķu 7,3,61.0,4,Lietuviešu projekts,51800.0,849.18,1,56.89899,24.21327,7.0,Višķu iela,2019-06-07 08:01:39,2019-06-16 08:01:11
842,Latvia,Riga,Zolitūde,Lejiņa 5,3,72.0,9,119. sērija,79000.0,1097.22,1,56.94745,24.01685,5.0,Paula Lejiņa iela,2019-06-07 08:01:39,2019-06-16 08:01:11
843,Latvia,Riga,Centrs,Blaumaņa 34,5,122.0,3,Renovēts,207230.0,1698.61,1,56.95195,24.12559,34.0,Blaumaņa iela,2019-06-07 08:01:39,2019-06-16 08:01:11
844,Latvia,Riga,Imanta,Jūrmalas g. 101,3,62.0,1,602. sērija,45600.0,735.48,1,56.95354,23.99938,101.0,Jūrmalas gatve,2019-06-07 08:01:39,2019-06-16 08:01:11
845,Latvia,Riga,Citi,Rātsupītes 3,3,82.0,3,Jaunais projekts,120000.0,1463.41,1,56.9834,24.02993,3.0,Rātsupītes iela,2019-06-07 08:01:39,2019-06-16 08:01:11
846,Latvia,Riga,Vecrīga,Grēcinieku 22,5,168.0,5,Jaunais projekts,390000.0,2321.43,1,56.94669,24.10787,22.0,Grēcinieku iela,2019-06-07 08:01:39,2019-06-16 08:01:11
847,Latvia,Riga,Centrs,Antonijas 15,3,77.0,5,Pirmskara projekts,165000.0,2142.86,1,56.95951,24.11284,15.0,Antonijas iela,2019-06-07 08:01:39,2019-06-16 08:01:11
849,Latvia,Riga,Grīziņkalns,Rūdolfa 1,1,28.0,6,Pirmskara projekts,51300.0,1832.14,1,56.96203,24.15218,1.0,Rūdolfa iela,2019-06-07 08:01:39,2019-06-16 08:01:11
850,Latvia,Riga,Centrs,Klijānu 16,3,99.0,7,Jaunais projekts,145000.0,1464.65,1,56.97133,24.14974,21.0,Klijānu iela,2019-06-07 08:01:39,2019-06-16 08:01:11
851,Latvia,Riga,Mežaparks,Viestura pr. 95,3,117.0,10,Jaunais projekts,168000.0,1435.9,1,57.00926,24.1282,95.0,Viestura prospekts,2019-06-07 08:01:39,2019-06-15 08:01:26
852,Latvia,Riga,Iļģuciems,Dagmāras 14,2,44.0,4,Hruščova projekts,37000.0,840.91,1,56.96435,24.06195,14.0,Dagmāras iela,2019-06-07 08:01:39,2019-06-16 08:01:11
854,Latvia,Riga,Vecmīlgrāvis,Kreimeņu 5,1,26.0,3,Specprojekts,22900.0,880.77,1,57.03527,24.09178,5.0,Kreimeņu iela,2019-06-07 08:01:39,2019-06-16 08:01:10
856,Latvia,Riga,Āgenskalns,Kalnciema 146,3,74.0,1,Jaunais projekts,114900.0,1552.7,1,56.93317,24.03152,146.0,Kalnciema iela,2019-06-07 08:01:39,2019-06-16 08:01:11
857,Latvia,Riga,Āgenskalns,Kalnciema 106,1,36.0,5,103. sērija,33500.0,930.56,1,56.93664,24.04322,106.0,Kalnciema iela,2019-06-07 08:01:39,2019-06-16 08:01:11
858,Latvia,Riga,Imanta,Anniņmuižas 43,2,46.0,9,Jaunais projekts,79000.0,1717.39,1,56.9591,24.01397,43.0,Anniņmuižas bulvāris,2019-06-07 08:01:39,2019-06-16 08:01:11
859,Latvia,Riga,Vecmīlgrāvis,Stiebru 3,1,42.0,5,Mazģimeņu projekts,32000.0,761.9,1,57.03431,24.09448,3.0,Stiebru iela,2019-06-07 08:01:39,2019-06-16 08:01:11
860,Latvia,Riga,Vecmīlgrāvis,Emmas 11,3,68.0,4,Lietuviešu projekts,57800.0,850.0,1,57.02942,24.10928,11.0,Emmas iela,2019-06-07 08:01:39,2019-06-16 08:01:11
862,Latvia,Riga,Maskavas priekšpilsēta,Katoļu 9,3,59.0,6,Renovēts,88950.0,1507.63,1,56.94148,24.13706,9.0,Katoļu iela,2019-06-07 08:01:39,2019-06-16 08:01:11
863,Latvia,Riga,Purvciems,Dzelzavas 74,3,73.0,10,Jaunais projekts,125000.0,1712.33,1,56.95477,24.19169,74.0,Dzelzavas iela,2019-06-07 08:01:39,2019-06-16 08:01:11
864,Latvia,Riga,Ķengarags,Maskavas 429,2,47.0,3,Lietuviešu projekts,55000.0,1170.21,1,56.89673,24.21229,429.0,Maskavas iela,2019-06-07 08:01:39,2019-06-16 08:01:11
865,Latvia,Riga,Teika,Ropažu 93,2,41.0,1,Pirmskara projekts,15000.0,365.85,1,56.98279,24.19167,93.0,Ropažu iela,2019-06-07 08:01:39,2019-06-16 08:01:11
866,Latvia,Riga,Teika,Caunes 11,5,180.0,2,Jaunais projekts,255000.0,1416.67,1,56.98087,24.18957,11.0,Caunes iela,2019-06-07 08:01:39,2019-06-16 08:01:10
867,Latvia,Riga,Purvciems,Ilūkstes 109,3,59.0,9,467. sērija,63000.0,1067.8,1,56.95479,24.19613,109.0,Ilūkstes iela,2019-06-07 08:01:39,2019-06-16 08:01:11
868,Latvia,Riga,Jugla,Silciema 13,1,31.0,3,Lietuviešu projekts,26000.0,838.71,1,56.98584,24.23998,13.0,Silciema iela,2019-06-07 08:01:39,2019-06-16 08:01:11
869,Latvia,Riga,Imanta,M. Krūmu 20,2,50.0,3,602. sērija,56000.0,1120.0,1,56.96108,24.00509,20.0,Mazā Krūmu iela,2019-06-07 08:01:39,2019-06-14 08:01:51
871,Latvia,Riga,Imanta,Zentenes 20,2,50.0,8,602. sērija,56000.0,1120.0,1,56.96136,24.00237,20.0,Zentenes iela,2019-06-07 08:01:39,2019-06-14 08:01:51
873,Latvia,Riga,Purvciems,Dudajeva g. 7,3,67.0,1,Lietuviešu projekts,51200.0,764.18,1,56.95757,24.19577,7.0,Džohara Dudajeva gatve,2019-06-07 08:01:39,2019-06-16 08:01:11
874,Latvia,Riga,Jugla,Juglas 47,3,57.0,3,Lietuviešu projekts,70000.0,1228.07,1,56.97747,24.25345,47.0,Juglas iela,2019-06-07 08:01:39,2019-06-16 08:01:11
875,Latvia,Riga,Imanta,Slokas 108,2,45.0,1,Hruščova projekts,55900.0,1242.22,1,56.96133,24.04927,108.0,Slokas iela,2019-06-07 08:01:39,2019-06-16 08:01:11
876,Latvia,Riga,Citi,Daugavgrīvas 70,2,48.0,3,Hruščova projekts,48500.0,1010.42,1,56.95715,24.07033,70.0,Daugavgrīvas iela,2019-06-07 08:01:39,2019-06-09 08:01:44
877,Latvia,Riga,Centrs,Tērbatas 65,2,74.0,6,Pirmskara projekts,110000.0,1486.49,1,56.95819,24.13066,65.0,Tērbatas iela,2019-06-07 08:01:39,2019-06-16 08:01:11
878,Latvia,Riga,Centrs,Grostonas 17,2,66.0,1,Jaunais projekts,135000.0,2045.45,1,56.96999,24.12392,17.0,Grostonas iela,2019-06-07 08:01:39,2019-06-16 08:01:11
880,Latvia,Riga,Teika,Ropažu 12,3,96.0,10,Jaunais projekts,195000.0,2031.25,1,56.97745,24.16728,12.0,Ropažu iela,2019-06-07 08:01:39,2019-06-16 08:01:11
881,Latvia,Riga,Centrs,Upes 3,1,31.0,4,Staļina projekts,30000.0,967.74,1,56.94596,24.13693,3.0,Kalupes iela,2019-06-07 08:01:39,2019-06-13 08:01:37
882,Latvia,Riga,Centrs,Eksporta 14,2,56.0,2,Pirmskara projekts,88000.0,1571.43,1,56.96972,24.09823,14.0,Eksporta iela,2019-06-07 08:01:39,2019-06-16 08:01:11
883,Latvia,Riga,Vecmīlgrāvis,Baltāsbaznīcas 36,1,36.0,3,Mazģimeņu projekts,29000.0,805.56,1,57.03663,24.09264,36.0,Baltāsbaznīcas iela,2019-06-07 08:01:39,2019-06-16 08:01:11
884,Latvia,Riga,Sarkandaugava,Viestura pr. 37,1,35.0,8,Specprojekts,30000.0,857.14,1,57.00021,24.12851,37.0,Viestura prospekts,2019-06-07 08:01:39,2019-06-16 08:01:11
886,Latvia,Riga,Zolitūde,Anniņmuižas 7,2,76.0,6,Jaunais projekts,112000.0,1473.68,1,56.94649,24.01297,7.0,Anniņmuižas iela,2019-06-07 08:01:39,2019-06-16 08:01:11
887,Latvia,Riga,Centrs,Brīvības 133,3,57.0,4,Pirmskara projekts,84500.0,1482.46,1,56.96427,24.13958,133.0,Brīvības iela,2019-06-07 08:01:39,2019-06-12 08:01:31
888,Latvia,Riga,Citi,Ķīpsalas 49,2,71.0,1,Jaunais projekts,262000.0,3690.14,1,56.95473,24.08248,49.0,Ķīpsalas iela,2019-06-07 08:01:39,2019-06-16 08:01:11
889,Latvia,Riga,Citi,Ķīpsalas 49,2,60.0,1,Jaunais projekts,181000.0,3016.67,1,56.95473,24.08248,49.0,Ķīpsalas iela,2019-06-07 08:01:39,2019-06-16 08:01:11
890,Latvia,Riga,Citi,Ķīpsalas 49,2,60.0,2,Jaunais projekts,178000.0,2966.67,1,56.95473,24.08248,49.0,Ķīpsalas iela,2019-06-07 08:01:39,2019-06-16 08:01:11
891,Latvia,Riga,Citi,Ķīpsalas 49,3,76.0,1,Jaunais projekts,276000.0,3631.58,1,56.95473,24.08248,49.0,Ķīpsalas iela,2019-06-07 08:01:39,2019-06-16 08:01:11
892,Latvia,Riga,Centrs,Blaumaņa 34,3,62.0,2,Renovēts,99040.0,1597.42,1,56.95195,24.12559,34.0,Blaumaņa iela,2019-06-07 08:01:39,2019-06-16 08:01:11
893,Latvia,Riga,Pļavnieki,Jasmuižas 2,3,63.0,5,602. sērija,73400.0,1165.08,1,56.93716,24.20661,2.0,Jasmuižas iela,2019-06-07 08:01:39,2019-06-16 08:01:11
894,Latvia,Riga,Teika,Ropažu 12,3,124.0,5,Jaunais projekts,200000.0,1612.9,1,56.97745,24.16728,12.0,Ropažu iela,2019-06-07 08:01:39,2019-06-16 08:01:11
896,Latvia,Riga,Teika,Apes 5,2,49.0,4,Hruščova projekts,55000.0,1122.45,1,57.02305,24.14372,5.0,Krapes iela,2019-06-07 08:01:39,2019-06-12 08:01:31
897,Latvia,Riga,Centrs,M. Piena 6,3,96.0,5,Renovēts,145000.0,1510.42,1,56.96975,24.10403,6.0,Mazā Piena iela,2019-06-07 08:01:39,2019-06-10 08:01:04
898,Latvia,Riga,Purvciems,Stirnu 22,1,37.0,4,Specprojekts,35450.0,958.11,1,56.95596,24.18336,22.0,Stirnu iela,2019-06-07 08:01:39,2019-06-16 08:01:11
899,Latvia,Riga,Teika,Ropažu 14,2,44.0,1,Jaunais projekts,93000.0,2113.64,1,56.97618,24.16842,14.0,Ropažu iela,2019-06-07 08:01:39,2019-06-16 08:01:11
900,Latvia,Riga,Mežciems,Kaivas 50,2,61.0,3,Jaunais projekts,75000.0,1229.51,1,56.95557,24.24257,50.0,Kaivas iela,2019-06-07 08:01:39,2019-06-13 08:01:37
901,Latvia,Riga,Purvciems,Astras 8,4,105.0,21,Jaunais projekts,215000.0,2047.62,1,56.92988,24.05259,8.0,Astras iela,2019-06-07 08:01:39,2019-06-16 08:01:11
902,Latvia,Riga,Citi,M. Stacijas 4,1,30.0,3,Lietuviešu projekts,31500.0,1050.0,1,56.95979,24.05033,4.0,Mazā Stacijas iela,2019-06-07 08:01:39,2019-06-16 08:01:11
903,Latvia,Riga,Citi,Zeltiņu 20,3,63.0,6,602. sērija,70700.0,1122.22,1,56.94719,24.1693,20.0,Zeltiņu iela,2019-06-07 08:01:39,2019-06-16 08:01:11
904,Latvia,Riga,Purvciems,Pūces 53,3,74.0,2,467. sērija,72700.0,982.43,1,56.95287,24.19239,53.0,Pūces iela,2019-06-07 08:01:39,2019-06-16 08:01:10
906,Latvia,Riga,Jugla,Vidzemes al. 4,2,36.0,3,Hruščova projekts,39900.0,1108.33,1,56.99261,24.24177,4.0,Vidzemes aleja,2019-06-07 08:01:39,2019-06-16 08:01:11
907,Latvia,Riga,Ķengarags,Maskavas 419,2,36.0,1,Lietuviešu projekts,31500.0,875.0,1,56.89908,24.20666,419.0,Maskavas iela,2019-06-07 08:01:39,2019-06-16 08:01:11
908,Latvia,Riga,Centrs,Vāgnera 12,3,76.0,2,Renovēts,175000.0,2302.63,1,56.94875,24.11127,12.0,Riharda Vāgnera iela,2019-06-07 08:01:39,2019-06-16 08:01:11
909,Latvia,Riga,Centrs,Katrīnas d. 26,1,29.0,3,Hruščova projekts,33000.0,1137.93,1,56.97361,24.10668,26.0,Katrīnas dambis,2019-06-07 08:01:39,2019-06-16 08:01:11
910,Latvia,Riga,Centrs,Lāčplēša 114,2,53.0,3,Pirmskara projekts,68000.0,1283.02,1,56.94123,24.13009,114.0,Lāčplēša iela,2019-06-07 08:01:39,2019-06-16 08:01:11
911,Latvia,Riga,Centrs,M. Krasta 39,2,53.0,4,Pirmskara projekts,45000.0,849.06,1,56.9394,24.12707,39.0,Mazā Krasta iela,2019-06-07 08:01:39,2019-06-16 08:01:11
912,Latvia,Riga,Mežciems,Hipokrāta 47,4,77.0,7,602. sērija,72500.0,941.56,1,56.96149,24.23565,47.0,Hipokrāta iela,2019-06-07 08:01:39,2019-06-16 08:01:11
914,Latvia,Riga,Ziepniekkalns,Tīraines 2,2,62.0,1,Privātmāja,39600.0,638.71,1,56.89322,24.07546,2.0,Tīraines iela,2019-06-07 08:01:39,2019-06-16 08:01:11
915,Latvia,Riga,Ziepniekkalns,Valdeķu 54,2,50.0,7,602. sērija,54000.0,1080.0,1,56.90305,24.09878,54.0,Valdeķu iela,2019-06-07 08:01:39,2019-06-13 08:01:37
918,Latvia,Riga,Ziepniekkalns,Liesmas 4,2,62.0,1,Jaunais projekts,102000.0,1645.16,1,56.89702,24.08669,4.0,Liesmas iela,2019-06-07 08:01:39,2019-06-16 08:01:11
919,Latvia,Riga,Pļavnieki,Sesku 10,1,42.0,2,Mazģimeņu projekts,37500.0,892.86,1,56.94429,24.17569,10.0,Sesku iela,2019-06-07 08:01:39,2019-06-16 08:01:11
924,Latvia,Riga,Teika,Ropažu 14,3,74.0,2,Jaunais projekts,121000.0,1635.14,1,56.97618,24.16842,14.0,Ropažu iela,2019-06-07 08:01:39,2019-06-16 08:01:11
925,Latvia,Riga,Purvciems,Vaidavas 8,2,42.0,3,Hruščova projekts,52100.0,1240.48,1,56.90074,24.05097,8.0,Vaidavas iela,2019-06-07 08:01:39,2019-06-16 08:01:11
926,Latvia,Riga,Vecrīga,Vecpilsētas 5,3,138.0,4,Pirmskara projekts,272000.0,1971.01,1,56.94658,24.11141,5.0,Vecpilsētas iela,2019-06-07 08:01:39,2019-06-16 08:01:11
927,Latvia,Riga,Ķengarags,Maskavas 252,3,61.0,2,Hruščova projekts,57000.0,934.43,1,56.91291,24.173,252.0,Maskavas iela,2019-06-07 08:01:39,2019-06-16 08:01:10
929,Latvia,Riga,Sarkandaugava,Kaķasēkļa d. 22,2,36.0,2,Pirmskara projekts,17000.0,472.22,1,56.97926,24.09972,22.0,Kaķasēkļa dambis,2019-06-07 08:01:39,2019-06-14 08:01:51
930,Latvia,Riga,Centrs,Katrīnas d. 1,2,36.0,2,Pirmskara projekts,17000.0,472.22,1,56.97308,24.10305,1.0,Katrīnas dambis,2019-06-07 08:01:39,2019-06-14 08:01:51
931,Latvia,Riga,Āgenskalns,Ulmaņa g. 3,2,48.0,1,Hruščova projekts,39000.0,812.5,1,56.92155,24.10329,3.0,Kārļa Ulmaņa gatve,2019-06-07 08:01:39,2019-06-16 08:01:11
932,Latvia,Riga,Ziepniekkalns,Bauskas 45,2,68.0,4,Jaunais projekts,92500.0,1360.29,1,56.9158,24.13769,145.0,Bauskas iela,2019-06-07 08:01:39,2019-06-16 08:01:11
933,Latvia,Riga,Purvciems,Ieriķu 41,2,47.0,4,Lietuviešu projekts,43000.0,914.89,1,56.96622,24.18247,41.0,Ieriķu iela,2019-06-07 08:01:39,2019-06-16 08:01:11
935,Latvia,Riga,Centrs,Vesetas 8,4,118.0,6,Specprojekts,269999.0,2288.13,1,56.96399,24.12272,8.0,Vesetas iela,2019-06-07 08:01:39,2019-06-16 08:01:11
936,Latvia,Riga,Pļavnieki,Salnas 21,2,41.0,1,Jaunais projekts,63500.0,1548.78,1,56.94229,24.22901,21.0,Salnas iela,2019-06-07 08:01:39,2019-06-16 08:01:11
937,Latvia,Riga,Centrs,Visvalža 7,4,113.0,5,Pirmskara projekts,136999.0,1212.38,1,56.94791,24.13039,7.0,Visvalža iela,2019-06-07 08:01:39,2019-06-16 08:01:11
938,Latvia,Riga,Citi,Robežu 3,2,47.0,1,Hruščova projekts,39000.0,829.79,1,56.92334,24.08097,3.0,Robežu iela,2019-06-07 08:01:39,2019-06-16 08:01:11
939,Latvia,Riga,Pļavnieki,Salnas 4,4,76.0,2,602. sērija,68500.0,901.32,1,56.87218,24.13109,4.0,Salnas iela,2019-06-07 08:01:39,2019-06-16 08:01:11
940,Latvia,Riga,Šampēteris-Pleskodāle,Lielirbes 6,1,39.0,1,Specprojekts,47500.0,1217.95,1,56.93546,24.04329,6.0,Lielirbes iela,2019-06-07 08:01:39,2019-06-16 08:01:11
942,Latvia,Riga,Vecrīga,Pils 9,3,76.0,2,Renovēts,153000.0,2013.16,1,56.95018,24.10234,9.0,Pils iela,2019-06-07 08:01:39,2019-06-16 08:01:11
944,Latvia,Riga,Centrs,Marijas 16,1,45.0,1,Pirmskara projekts,56000.0,1244.44,1,56.95053,24.12549,16.0,Marijas iela,2019-06-07 08:01:39,2019-06-16 08:01:11
